Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,SoT,SoT%,Sh/90,SoT/90,G/Sh,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,Ast,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA90,PassLiveGCA,PassDeadGCA,TOGCA,ShGCA,FldGCA,DefGCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,TklDrib,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
11,Francesco Acerbi,ITA,DF,Inter,it Serie A,35.0,1988.0,10.0,10.0,900.0,14.0,0.1,0.1,0.2,0.1,0.2,0.07,0.16,0.24,0.07,0.24,2.0,25.0,0.8,0.2,0.13,0.7,0.09,0.3,0.3,62.0,69.4,89.3,1094.1,0.1,0.08,-0.06,0.4,3.1,0.1,0.0,3.1,66.5,2.8,1.7,0.0,0.4,0.5,0.6,0.0,0.0,0.0,0.0,62.0,0.1,0.2,1.1,0.9,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.7,0.3,0.0,0.5,0.6,83.3,0.1,0.6,0.4,0.2,1.6,2.6,1.7,0.0,75.7,8.0,36.6,34.1,5.2,1.5,75.7,0.2,0.2,100.0,0.0,0.0,44.4,185.8,89.5,0.8,0.6,0.0,0.0,0.1,56.6,1.4
12,Marcos Acuña,ARG,DF,Sevilla,es La Liga,32.0,1991.0,7.0,6.0,411.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.09,0.02,0.09,1.0,25.0,0.88,0.22,0.0,0.1,0.03,-0.1,-0.1,47.173913043478265,61.30434782608696,77.0,915.6521739130435,0.0,0.15217391304347827,-0.06521739130434782,1.3043478260869565,3.4782608695652177,1.7391304347826089,1.5217391304347827,4.130434782608696,50.652173913043484,10.652173913043478,0.8695652173913044,0.0,0.6521739130434783,5.869565217391305,9.347826086956523,0.4347826086956522,0.0,0.4347826086956522,0.0,47.173913043478265,0.0,1.0869565217391306,3.5,2.173913043478261,0.6521739130434783,0.2173913043478261,0.0,0.2173913043478261,0.2173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.608695652173913,1.7391304347826089,1.7391304347826089,0.8695652173913044,0.0,1.0869565217391306,1.3043478260869565,83.3,0.2173913043478261,0.6521739130434783,0.2173913043478261,0.4347826086956522,0.8695652173913044,3.4782608695652177,1.3043478260869565,0.0,71.52173913043478,1.5217391304347827,19.347826086956523,35.21739130434783,18.260869565217394,0.6521739130434783,71.52173913043478,1.3043478260869565,0.6521739130434783,50.0,0.2173913043478261,16.7,36.73913043478261,171.08695652173915,103.91304347826087,2.3913043478260874,1.956521739130435,0.2173913043478261,1.3043478260869565,1.0869565217391306,41.95652173913044,3.0434782608695654
13,Bénie Adama Traore,CIV,FW,Sheffield Utd,eng Premier League,21.0,2002.0,7.0,3.0,370.0,13.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19,1.0,100.0,0.24,0.24,0.0,0.3,0.27,-0.3,-0.3,12.926829268292684,16.585365853658537,77.9,186.82926829268294,0.0,0.12195121951219513,-0.12195121951219513,0.9756097560975611,0.48780487804878053,1.707317073170732,0.24390243902439027,2.1951219512195124,15.121951219512196,1.2195121951219514,0.0,0.48780487804878053,0.0,0.7317073170731708,0.0,0.0,0.0,0.0,0.0,12.926829268292684,0.24390243902439027,0.9756097560975611,1.46,1.4634146341463417,0.0,0.0,0.0,0.0,0.0,0.24,0.24390243902439027,0.0,0.0,0.0,0.0,0.0,0.9756097560975611,0.48780487804878053,0.24390243902439027,0.48780487804878053,0.24390243902439027,0.0,0.9756097560975611,0.0,0.9756097560975611,0.9756097560975611,0.24390243902439027,0.7317073170731708,0.24390243902439027,1.2195121951219514,0.48780487804878053,0.0,26.34146341463415,0.48780487804878053,4.390243902439025,11.707317073170733,11.219512195121952,1.9512195121951221,26.34146341463415,5.121951219512195,1.2195121951219514,23.8,3.658536585365854,71.4,17.073170731707318,108.78048780487806,41.463414634146346,1.707317073170732,1.2195121951219514,0.7317073170731708,2.1951219512195124,1.707317073170732,16.34146341463415,3.1707317073170733
14,Akor Adams,NGA,FW,Montpellier,fr Ligue 1,23.0,2000.0,13.0,13.0,1054.0,70.0,0.6,0.0,0.6,0.6,0.6,0.57,0.07,0.64,0.57,0.64,17.0,44.7,3.24,1.45,0.18,6.7,0.18,0.3,0.3,10.170940170940172,15.042735042735044,67.6,139.4871794871795,0.0,0.08547008547008547,-0.06837606837606838,0.7692307692307693,0.5128205128205129,0.17094017094017094,0.17094017094017094,0.5982905982905983,14.871794871794872,0.17094017094017094,0.0,0.0,0.08547008547008547,0.5982905982905983,0.08547008547008547,0.0,0.0,0.0,0.0,10.170940170940172,0.0,0.8547008547008548,2.05,1.3675213675213675,0.0,0.4273504273504274,0.17094017094017094,0.08547008547008547,0.0,0.17,0.0,0.0,0.17094017094017094,0.0,0.0,0.0,0.6837606837606838,0.25641025641025644,0.17094017094017094,0.17094017094017094,0.3418803418803419,0.17094017094017094,0.4273504273504274,40.0,0.25641025641025644,0.08547008547008547,0.0,0.08547008547008547,0.17094017094017094,0.8547008547008548,0.3418803418803419,0.0,24.957264957264957,0.5128205128205129,1.794871794871795,9.82905982905983,13.760683760683762,5.128205128205129,24.957264957264957,2.0512820512820515,0.6837606837606838,33.3,1.1965811965811965,58.3,17.692307692307693,110.17094017094018,43.333333333333336,1.794871794871795,1.0256410256410258,1.0256410256410258,2.8205128205128207,1.3675213675213675,19.743589743589745,5.982905982905983
15,Junior Adamu,AUT,FW,Freiburg,de Bundesliga,22.0,2001.0,8.0,0.0,78.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,1.15,0.0,0.0,0.0,0.01,0.0,0.0,13.333333333333332,22.22222222222222,60.0,135.55555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.11111111111111,1.1111111111111112,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,13.333333333333332,0.0,0.0,1.14,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,1.1111111111111112,1.1111111111111112,2.2222222222222223,2.2222222222222223,1.1111111111111112,2.2222222222222223,50.0,1.1111111111111112,1.1111111111111112,0.0,1.1111111111111112,0.0,5.555555555555555,0.0,0.0,41.11111111111111,0.0,3.333333333333333,23.333333333333332,15.555555555555555,4.444444444444445,41.11111111111111,2.2222222222222223,0.0,0.0,1.1111111111111112,50.0,24.444444444444443,83.33333333333333,14.444444444444445,0.0,0.0,0.0,5.555555555555555,3.333333333333333,25.555555555555554,5.555555555555555
16,Sargis Adamyan,ARM,FW,Köln,de Bundesliga,30.0,1993.0,5.0,0.0,142.0,19.0,0.0,0.63,0.63,0.0,0.63,0.59,0.34,0.93,0.59,0.93,4.0,80.0,3.17,2.54,0.0,0.9,0.19,-0.9,-0.9,17.5,22.5,77.8,221.25,0.625,0.25,0.3125,1.875,1.875,0.625,0.0,3.125,19.375,3.125,0.625,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,17.5,0.0,0.625,4.41,4.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.25,0.0,1.25,0.625,0.625,1.25,50.0,0.625,1.25,0.0,1.25,0.0,1.875,1.25,0.0,37.5,1.25,3.75,15.625,18.75,6.25,37.5,0.625,0.625,100.0,0.0,0.0,20.625,108.75,56.25,2.5,1.25,0.0,3.75,0.625,19.375,11.875
17,Tosin Adarabioyo,ENG,DF,Fulham,eng Premier League,26.0,1997.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,inf,0.0,,,,,,,,,,inf,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,inf,inf,,,,inf,,inf,inf,inf,inf,,,inf,,,,,,inf,,,,,,,,inf,
18,Elijah Adebayo,ENG,FW,Luton Town,eng Premier League,25.0,1998.0,14.0,4.0,435.0,29.0,0.41,0.0,0.41,0.41,0.41,0.29,0.06,0.35,0.29,0.35,2.0,22.2,1.86,0.41,0.22,1.4,0.16,0.6,0.6,10.416666666666668,15.208333333333334,68.5,143.75,0.0,0.04166666666666667,-0.0625,1.25,0.625,0.20833333333333334,0.0,1.875,15.208333333333334,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,10.416666666666668,0.0,0.4166666666666667,1.86,1.4583333333333335,0.0,0.0,0.20833333333333334,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.20833333333333334,0.0,0.0,0.0,0.20833333333333334,0.0,0.20833333333333334,0.4166666666666667,0.0,0.4166666666666667,0.8333333333333334,1.0416666666666667,1.875,0.0,33.125,1.6666666666666667,4.166666666666667,13.333333333333334,16.041666666666668,5.833333333333334,33.125,4.166666666666667,0.8333333333333334,20.0,3.125,75.0,16.666666666666668,93.125,21.041666666666668,1.0416666666666667,1.4583333333333335,0.625,4.583333333333334,1.4583333333333335,21.666666666666668,6.041666666666667
19,Karim Adeyemi,GER,FW,Dortmund,de Bundesliga,21.0,2002.0,9.0,3.0,323.0,30.0,0.0,0.28,0.28,0.0,0.28,0.22,0.23,0.45,0.22,0.45,2.0,50.0,1.11,0.56,0.0,0.8,0.2,-0.8,-0.8,20.833333333333332,27.77777777777778,75.0,288.88888888888886,0.2777777777777778,0.2777777777777778,0.05555555555555556,0.5555555555555556,1.3888888888888888,1.1111111111111112,0.2777777777777778,3.0555555555555554,25.27777777777778,2.5,0.8333333333333333,0.0,0.0,1.6666666666666665,1.3888888888888888,0.2777777777777778,0.2777777777777778,0.0,0.0,20.833333333333332,0.0,1.3888888888888888,1.67,0.8333333333333333,0.0,0.2777777777777778,0.0,0.5555555555555556,0.0,0.28,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,1.3888888888888888,1.3888888888888888,0.8333333333333333,0.2777777777777778,0.2777777777777778,0.5555555555555556,2.5,22.2,1.9444444444444444,1.3888888888888888,0.0,1.3888888888888888,0.5555555555555556,1.9444444444444444,0.0,0.0,43.61111111111111,0.8333333333333333,6.666666666666666,20.833333333333332,17.22222222222222,3.888888888888889,43.61111111111111,6.388888888888888,1.6666666666666665,26.1,3.611111111111111,56.5,30.555555555555554,223.33333333333331,102.77777777777777,3.888888888888889,1.6666666666666665,1.9444444444444444,4.166666666666667,3.0555555555555554,30.555555555555554,8.333333333333334
20,Simon Adingra,CIV,FW,Brighton,eng Premier League,21.0,2002.0,12.0,8.0,756.0,71.0,0.36,0.12,0.48,0.36,0.48,0.16,0.17,0.34,0.16,0.34,6.0,60.0,1.19,0.71,0.3,1.4,0.14,1.6,1.6,25.71428571428571,32.26190476190476,79.7,370.1190476190476,0.11904761904761904,0.08333333333333333,-0.05952380952380952,0.8333333333333333,0.9523809523809523,1.1904761904761905,0.35714285714285715,1.7857142857142856,30.833333333333332,1.4285714285714286,0.11904761904761904,0.35714285714285715,0.11904761904761904,1.5476190476190474,1.0714285714285714,0.23809523809523808,0.0,0.0,0.0,25.71428571428571,0.0,0.5952380952380952,1.66,0.9523809523809523,0.0,0.35714285714285715,0.11904761904761904,0.11904761904761904,0.11904761904761904,0.36,0.23809523809523808,0.0,0.0,0.0,0.0,0.11904761904761904,1.9047619047619047,1.0714285714285714,0.9523809523809523,0.5952380952380952,0.35714285714285715,1.1904761904761905,2.5,47.6,1.3095238095238095,0.9523809523809523,0.0,0.9523809523809523,1.3095238095238095,3.214285714285714,0.8333333333333333,0.0,45.0,1.5476190476190474,9.166666666666666,17.38095238095238,19.166666666666664,3.333333333333333,45.0,5.595238095238095,2.261904761904762,40.4,2.9761904761904763,53.2,27.738095238095237,156.42857142857142,86.54761904761905,2.857142857142857,1.5476190476190474,1.5476190476190474,1.9047619047619047,0.8333333333333333,29.047619047619047,8.452380952380953
